population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,5,Prevalence,16,Philippines,2,Female,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1283588531102924,0.1473421361898581,0.1111700486043173
1,All Population,5,Prevalence,16,Philippines,1,Male,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1096367684085702,0.1262527326552002,0.0966555512759823
1,All Population,5,Prevalence,16,Philippines,2,Female,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1283720290028092,0.1496155362339526,0.1115721239058942
1,All Population,5,Prevalence,16,Philippines,1,Male,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1088652875905139,0.1237363423157907,0.0960140124608091
1,All Population,5,Prevalence,16,Philippines,2,Female,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1276043256321904,0.1477064379903105,0.1126638052404993
1,All Population,5,Prevalence,16,Philippines,1,Male,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1072134077048674,0.1237705448733652,0.0940893757920356
1,All Population,5,Prevalence,16,Philippines,2,Female,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1256433801129279,0.1456987525859204,0.1102844071799331
1,All Population,5,Prevalence,16,Philippines,1,Male,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1049908792202885,0.1215698772353978,0.0926855192878436
1,All Population,5,Prevalence,16,Philippines,2,Female,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1228871918734234,0.1463909223214153,0.1081571662399474
1,All Population,5,Prevalence,16,Philippines,1,Male,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1031174003047818,0.1207735714787526,0.0897628086481618
1,All Population,5,Prevalence,16,Philippines,2,Female,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1204857337572372,0.1442182909323029,0.1034876580877645
1,All Population,5,Prevalence,16,Philippines,1,Male,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1030493659530627,0.1211368361667475,0.0897987712584442
1,All Population,5,Prevalence,16,Philippines,2,Female,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1197395449667127,0.142353761597535,0.1031658826132071
1,All Population,5,Prevalence,16,Philippines,1,Male,32,90-94 years,558,Mental disorders,2,Percent,2021,0.1048470826287071,0.1217435562375237,0.0908819851010467
1,All Population,5,Prevalence,16,Philippines,2,Female,32,90-94 years,558,Mental disorders,2,Percent,2021,0.1209044560985045,0.1416058044988848,0.1032425438947429
1,All Population,5,Prevalence,16,Philippines,1,Male,235,95+ years,558,Mental disorders,2,Percent,2021,0.1082105976437018,0.1285417083445226,0.0925522531948523
1,All Population,5,Prevalence,16,Philippines,2,Female,235,95+ years,558,Mental disorders,2,Percent,2021,0.1239144052187684,0.1446835628094035,0.1059434329837292
1,All Population,5,Prevalence,102,United States of America,1,Male,1,<5 years,558,Mental disorders,2,Percent,2021,0.0569999312390211,0.0889333792236469,0.0368644037440721
1,All Population,5,Prevalence,102,United States of America,2,Female,1,<5 years,558,Mental disorders,2,Percent,2021,0.0259986639988094,0.0401185005217243,0.0158021200536432
1,All Population,5,Prevalence,102,United States of America,1,Male,6,5-9 years,558,Mental disorders,2,Percent,2021,0.1565698423568569,0.2171049649788721,0.1163355665523455
1,All Population,5,Prevalence,102,United States of America,2,Female,6,5-9 years,558,Mental disorders,2,Percent,2021,0.0970253710247597,0.1533138456140067,0.0693794492072811
1,All Population,5,Prevalence,102,United States of America,1,Male,7,10-14 years,558,Mental disorders,2,Percent,2021,0.2225865881841222,0.2669176896508264,0.1805028405835766
1,All Population,5,Prevalence,102,United States of America,2,Female,7,10-14 years,558,Mental disorders,2,Percent,2021,0.1798347137559587,0.2242745130555228,0.1479120069445967
1,All Population,5,Prevalence,102,United States of America,1,Male,8,15-19 years,558,Mental disorders,2,Percent,2021,0.228907239313923,0.2762365629978064,0.1969845660306692
1,All Population,5,Prevalence,102,United States of America,2,Female,8,15-19 years,558,Mental disorders,2,Percent,2021,0.2357143269529488,0.3046438571274581,0.1908734836028261
1,All Population,5,Prevalence,102,United States of America,1,Male,9,20-24 years,558,Mental disorders,2,Percent,2021,0.1987119449910046,0.2272769856984363,0.1719935354429995
1,All Population,5,Prevalence,102,United States of America,2,Female,9,20-24 years,558,Mental disorders,2,Percent,2021,0.2269591214255331,0.2708965455698279,0.1899121035510028
1,All Population,5,Prevalence,102,United States of America,1,Male,10,25-29 years,558,Mental disorders,2,Percent,2021,0.1921857071614149,0.2190657281374853,0.1684867703215513
1,All Population,5,Prevalence,102,United States of America,2,Female,10,25-29 years,558,Mental disorders,2,Percent,2021,0.2248037716438055,0.2666474087895264,0.1944502744564074
1,All Population,5,Prevalence,102,United States of America,1,Male,11,30-34 years,558,Mental disorders,2,Percent,2021,0.1859772053461527,0.2125377639650358,0.1623221041738097
1,All Population,5,Prevalence,102,United States of America,2,Female,11,30-34 years,558,Mental disorders,2,Percent,2021,0.2214668564911278,0.2652212878761927,0.1905127161279602
1,All Population,5,Prevalence,102,United States of America,1,Male,12,35-39 years,558,Mental disorders,2,Percent,2021,0.1798981107095569,0.1992952622480713,0.1596058778032941
1,All Population,5,Prevalence,102,United States of America,2,Female,12,35-39 years,558,Mental disorders,2,Percent,2021,0.2183487551830142,0.2474196184078877,0.1933117285147319
1,All Population,5,Prevalence,102,United States of America,1,Male,13,40-44 years,558,Mental disorders,2,Percent,2021,0.1736223362264207,0.1930528066886069,0.1558367292870235
1,All Population,5,Prevalence,102,United States of America,2,Female,13,40-44 years,558,Mental disorders,2,Percent,2021,0.2126776279076546,0.2413603972899504,0.1878088372985771
1,All Population,5,Prevalence,102,United States of America,1,Male,14,45-49 years,558,Mental disorders,2,Percent,2021,0.1670610871452239,0.1865187368373347,0.1496577606552838
1,All Population,5,Prevalence,102,United States of America,2,Female,14,45-49 years,558,Mental disorders,2,Percent,2021,0.2068511128729475,0.2358740350518323,0.1823211610245226
1,All Population,5,Prevalence,102,United States of America,1,Male,15,50-54 years,558,Mental disorders,2,Percent,2021,0.1603046445861654,0.180244124223968,0.1434679125645196
1,All Population,5,Prevalence,102,United States of America,2,Female,15,50-54 years,558,Mental disorders,2,Percent,2021,0.2020784607065359,0.2365582172970754,0.1748039278469841
1,All Population,5,Prevalence,102,United States of America,1,Male,16,55-59 years,558,Mental disorders,2,Percent,2021,0.152087045681165,0.1712693877176153,0.1357711509807282
1,All Population,5,Prevalence,102,United States of America,2,Female,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1932292325755669,0.2236060681708775,0.1644127954902622
1,All Population,5,Prevalence,102,United States of America,1,Male,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1447182952513304,0.1652862356768961,0.129079115367699
1,All Population,5,Prevalence,102,United States of America,2,Female,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1863000074291704,0.2172959800507151,0.1584078997962382
1,All Population,5,Prevalence,102,United States of America,1,Male,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1385490413540124,0.1576432689810323,0.1240689105082952
1,All Population,5,Prevalence,102,United States of America,2,Female,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1792302417981143,0.2112954615461241,0.1559643592765811
1,All Population,5,Prevalence,102,United States of America,1,Male,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1319193930316023,0.1535830623909356,0.1161469928519467
1,All Population,5,Prevalence,102,United States of America,2,Female,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1698936551530181,0.20570937227879,0.1463292293650319
1,All Population,5,Prevalence,102,United States of America,1,Male,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1258077689171832,0.1446821719132095,0.1106081100850788
1,All Population,5,Prevalence,102,United States of America,2,Female,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1612933241979176,0.1936269124338151,0.1370040077916468
1,All Population,5,Prevalence,102,United States of America,1,Male,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1209854411285794,0.1428770626125314,0.1061802219318205
1,All Population,5,Prevalence,102,United States of America,2,Female,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1534181178555902,0.1863140556479552,0.1297207951047594
1,All Population,5,Prevalence,102,United States of America,1,Male,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1185367391766532,0.1388857035071179,0.1047606363475679
1,All Population,5,Prevalence,102,United States of America,2,Female,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1491414120741476,0.1800208279128811,0.1264726681071851
1,All Population,5,Prevalence,102,United States of America,1,Male,32,90-94 years,558,Mental disorders,2,Percent,2021,0.118456749532875,0.1364469250700355,0.1034847118683044
1,All Population,5,Prevalence,102,United States of America,2,Female,32,90-94 years,558,Mental disorders,2,Percent,2021,0.14770691166453,0.1778811244661875,0.1250632722780846
1,All Population,5,Prevalence,102,United States of America,1,Male,235,95+ years,558,Mental disorders,2,Percent,2021,0.1202879442304544,0.1398625815371481,0.10370734796456
1,All Population,5,Prevalence,102,United States of America,2,Female,235,95+ years,558,Mental disorders,2,Percent,2021,0.1489771684766794,0.1798106816058158,0.1258440111160406
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,1,<5 years,558,Mental disorders,2,Percent,2021,0.0241516084149868,0.0454621879342214,0.0130290973737678
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,1,<5 years,558,Mental disorders,2,Percent,2021,0.0136302454282612,0.022865642484546,0.0077400637567096
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,6,5-9 years,558,Mental disorders,2,Percent,2021,0.1078334679946972,0.1663581821713295,0.0792588250747098
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,6,5-9 years,558,Mental disorders,2,Percent,2021,0.0824384712755287,0.1348467422644436,0.0573444152676856
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,7,10-14 years,558,Mental disorders,2,Percent,2021,0.1693799881165548,0.1983142986823576,0.1445298397201647
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,7,10-14 years,558,Mental disorders,2,Percent,2021,0.1475599804347908,0.172101299070046,0.1235932449234527
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,8,15-19 years,558,Mental disorders,2,Percent,2021,0.1859782493108311,0.2166063318578123,0.1600392315549769
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,8,15-19 years,558,Mental disorders,2,Percent,2021,0.1872712457998871,0.2198426506583998,0.1565706664980311
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,9,20-24 years,558,Mental disorders,2,Percent,2021,0.159901958499718,0.1882749740094588,0.1342456767901759
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,9,20-24 years,558,Mental disorders,2,Percent,2021,0.1790264831304248,0.2170306897863866,0.1463605351430705
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,10,25-29 years,558,Mental disorders,2,Percent,2021,0.1583022745939921,0.1854141340030166,0.1342931799210636
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,10,25-29 years,558,Mental disorders,2,Percent,2021,0.181034424778811,0.2177167420875722,0.1515234003720109
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,11,30-34 years,558,Mental disorders,2,Percent,2021,0.1591993923550966,0.1877026037842811,0.1364196706685028
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,11,30-34 years,558,Mental disorders,2,Percent,2021,0.1818835570921588,0.2212276006521221,0.1545375205175983
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,12,35-39 years,558,Mental disorders,2,Percent,2021,0.1599312073586985,0.1843802446787921,0.1372898498887845
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,12,35-39 years,558,Mental disorders,2,Percent,2021,0.1816820600314116,0.2181685609742991,0.1521388805048675
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,13,40-44 years,558,Mental disorders,2,Percent,2021,0.1600613771802706,0.1836604079524846,0.136175401679006
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,13,40-44 years,558,Mental disorders,2,Percent,2021,0.1820300433786724,0.2155245131977492,0.1518850484029696
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,14,45-49 years,558,Mental disorders,2,Percent,2021,0.1596924531138914,0.18415701347455,0.1369421159837869
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,14,45-49 years,558,Mental disorders,2,Percent,2021,0.1819499571619222,0.2161882107566291,0.1518710729823076
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,15,50-54 years,558,Mental disorders,2,Percent,2021,0.1589668938009683,0.1844771447668609,0.1343947767724826
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,15,50-54 years,558,Mental disorders,2,Percent,2021,0.1823563585649615,0.2197508508626383,0.1505338142050516
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1574578761549363,0.1846349081786153,0.1325589633095369
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1814917238535421,0.2188047200601839,0.1485242195646905
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1558998256302384,0.1876503155506741,0.1325640089025932
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,17,60-64 years,558,Mental disorders,2,Percent,2021,0.180910988602463,0.2203470026566613,0.1496989181948071
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1549018407338761,0.185165351352381,0.1322939090515632
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1809075441740172,0.2240563791783797,0.1517069695765986
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1530339009202088,0.1842780987428263,0.1285953085457336
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1781945515756307,0.2206812541256575,0.1465879737712008
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1508736745948692,0.183560552672437,0.1279186019811296
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1751715964370775,0.2175498776504147,0.1441286161358438
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1490132475105249,0.1857108918090008,0.1256360301973105
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1723962914016836,0.2161986231381215,0.1400809525432971
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1495341831750826,0.1840186095822867,0.1236507184707529
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1723438545124064,0.2153325844490902,0.1377388152877365
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,32,90-94 years,558,Mental disorders,2,Percent,2021,0.1520584194465132,0.1839204191914044,0.1241910995483223
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,32,90-94 years,558,Mental disorders,2,Percent,2021,0.1744591001106237,0.2129139134659968,0.1381238407238973
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,1,Male,235,95+ years,558,Mental disorders,2,Percent,2021,0.1564269872938162,0.18896851102992,0.1273435991562359
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,2,Female,235,95+ years,558,Mental disorders,2,Percent,2021,0.178419747605819,0.217327092685028,0.1421443502652769
1,All Population,5,Prevalence,16,Philippines,1,Male,1,<5 years,973,Substance use disorders,2,Percent,2021,0.0002027810361323,0.0003075206341569,5.3261761583e-05
1,All Population,5,Prevalence,16,Philippines,2,Female,1,<5 years,973,Substance use disorders,2,Percent,2021,0.0002133401922298,0.0002884200246088,0.0001523711435096
1,All Population,5,Prevalence,16,Philippines,1,Male,6,5-9 years,973,Substance use disorders,2,Percent,2021,0.0001984007872138,0.0002960640383024,9.29736336337e-05
1,All Population,5,Prevalence,16,Philippines,2,Female,6,5-9 years,973,Substance use disorders,2,Percent,2021,0.0002011415512833,0.0002718635046054,0.000147267425199
1,All Population,5,Prevalence,16,Philippines,1,Male,7,10-14 years,973,Substance use disorders,2,Percent,2021,0.0016034924575939,0.0026201179757903,0.0007277684015424
1,All Population,5,Prevalence,16,Philippines,2,Female,7,10-14 years,973,Substance use disorders,2,Percent,2021,0.0007843042077883,0.0012620947208507,0.0003799397424549
1,All Population,5,Prevalence,16,Philippines,1,Male,8,15-19 years,973,Substance use disorders,2,Percent,2021,0.0181674012121912,0.0260593192529405,0.0116274050460265
1,All Population,5,Prevalence,16,Philippines,2,Female,8,15-19 years,973,Substance use disorders,2,Percent,2021,0.0082410352759505,0.0121625167353456,0.0051746058392724
1,All Population,5,Prevalence,16,Philippines,1,Male,9,20-24 years,973,Substance use disorders,2,Percent,2021,0.0371472462699459,0.0454735877595871,0.0309992527316746
1,All Population,5,Prevalence,16,Philippines,2,Female,9,20-24 years,973,Substance use disorders,2,Percent,2021,0.0176180054653065,0.0219989160753309,0.014103698732688
1,All Population,5,Prevalence,16,Philippines,1,Male,10,25-29 years,973,Substance use disorders,2,Percent,2021,0.0411510660334655,0.048908694423703,0.0344855495422827
1,All Population,5,Prevalence,16,Philippines,2,Female,10,25-29 years,973,Substance use disorders,2,Percent,2021,0.0175647925704082,0.0214378269963772,0.0143730974831054
1,All Population,5,Prevalence,16,Philippines,1,Male,11,30-34 years,973,Substance use disorders,2,Percent,2021,0.0377095444773297,0.046805900787634,0.0294164910899723
1,All Population,5,Prevalence,16,Philippines,2,Female,11,30-34 years,973,Substance use disorders,2,Percent,2021,0.0137697450516359,0.0175936694340995,0.0109086033201594
1,All Population,5,Prevalence,16,Philippines,1,Male,12,35-39 years,973,Substance use disorders,2,Percent,2021,0.033667528256739,0.0407897109516948,0.0272292299535677
1,All Population,5,Prevalence,16,Philippines,2,Female,12,35-39 years,973,Substance use disorders,2,Percent,2021,0.0110257681479775,0.0138266477759146,0.0088514220913993
1,All Population,5,Prevalence,16,Philippines,1,Male,13,40-44 years,973,Substance use disorders,2,Percent,2021,0.030406528560764,0.038613118774542,0.023558970172945
1,All Population,5,Prevalence,16,Philippines,2,Female,13,40-44 years,973,Substance use disorders,2,Percent,2021,0.0091218648591214,0.0113308445001476,0.0071601799467777
1,All Population,5,Prevalence,16,Philippines,1,Male,14,45-49 years,973,Substance use disorders,2,Percent,2021,0.0269032195748633,0.032658605494817,0.021981997505206
1,All Population,5,Prevalence,16,Philippines,2,Female,14,45-49 years,973,Substance use disorders,2,Percent,2021,0.0074549030186678,0.0090533248346969,0.0061667774242139
1,All Population,5,Prevalence,16,Philippines,1,Male,15,50-54 years,973,Substance use disorders,2,Percent,2021,0.0238258682485849,0.0307648634266146,0.0181002631256859
1,All Population,5,Prevalence,16,Philippines,2,Female,15,50-54 years,973,Substance use disorders,2,Percent,2021,0.0060792685403684,0.0077750656139166,0.004686793943843
1,All Population,5,Prevalence,16,Philippines,1,Male,16,55-59 years,973,Substance use disorders,2,Percent,2021,0.0219785692114118,0.0267818254702951,0.0176860258366202
1,All Population,5,Prevalence,16,Philippines,2,Female,16,55-59 years,973,Substance use disorders,2,Percent,2021,0.0050402273506545,0.0062097894653313,0.0041322777874844
1,All Population,5,Prevalence,16,Philippines,1,Male,17,60-64 years,973,Substance use disorders,2,Percent,2021,0.020157509787018,0.0258744939930608,0.0149309341030806
1,All Population,5,Prevalence,16,Philippines,2,Female,17,60-64 years,973,Substance use disorders,2,Percent,2021,0.0042583919520289,0.0055028859382786,0.0031920128042022
1,All Population,5,Prevalence,16,Philippines,1,Male,18,65-69 years,973,Substance use disorders,2,Percent,2021,0.0176895333889826,0.0219007287622277,0.0139443559384639
1,All Population,5,Prevalence,16,Philippines,2,Female,18,65-69 years,973,Substance use disorders,2,Percent,2021,0.0037804046797773,0.0047235652093411,0.0030766066728046
1,All Population,5,Prevalence,16,Philippines,1,Male,19,70-74 years,973,Substance use disorders,2,Percent,2021,0.0151471392806269,0.0190694977886256,0.0116308846839489
1,All Population,5,Prevalence,16,Philippines,2,Female,19,70-74 years,973,Substance use disorders,2,Percent,2021,0.0034179783666304,0.0042976553584421,0.0026103454539799
1,All Population,5,Prevalence,16,Philippines,1,Male,20,75-79 years,973,Substance use disorders,2,Percent,2021,0.0133906307280476,0.0165779352305137,0.0104373676398379
1,All Population,5,Prevalence,16,Philippines,2,Female,20,75-79 years,973,Substance use disorders,2,Percent,2021,0.0032713165356716,0.0040829464092409,0.0025472686739334
1,All Population,5,Prevalence,16,Philippines,1,Male,30,80-84 years,973,Substance use disorders,2,Percent,2021,0.0118820505320318,0.0151918062729815,0.0086770269315312
1,All Population,5,Prevalence,16,Philippines,2,Female,30,80-84 years,973,Substance use disorders,2,Percent,2021,0.0033232765266221,0.0042498607510269,0.0025419745561841
1,All Population,5,Prevalence,16,Philippines,1,Male,31,85-89 years,973,Substance use disorders,2,Percent,2021,0.0107076684665657,0.0137552546271219,0.0081569027435435
1,All Population,5,Prevalence,16,Philippines,2,Female,31,85-89 years,973,Substance use disorders,2,Percent,2021,0.0037225289391388,0.0046654792017302,0.0028623537485965
1,All Population,5,Prevalence,16,Philippines,1,Male,32,90-94 years,973,Substance use disorders,2,Percent,2021,0.0112389722044073,0.0153511812915703,0.0080851515059671
1,All Population,5,Prevalence,16,Philippines,2,Female,32,90-94 years,973,Substance use disorders,2,Percent,2021,0.0045637543153005,0.0059497150189498,0.0034605441563159
1,All Population,5,Prevalence,16,Philippines,1,Male,235,95+ years,973,Substance use disorders,2,Percent,2021,0.0176817890803103,0.025239978813573,0.0119632323376061
1,All Population,5,Prevalence,16,Philippines,2,Female,235,95+ years,973,Substance use disorders,2,Percent,2021,0.0064367852974807,0.0086419044289034,0.0046270765751485
1,All Population,5,Prevalence,163,India,1,Male,1,<5 years,558,Mental disorders,2,Percent,2021,0.0414813892291954,0.0620339420867918,0.0276378374422732
1,All Population,5,Prevalence,163,India,2,Female,1,<5 years,558,Mental disorders,2,Percent,2021,0.0262954938675762,0.0405881360894779,0.0166234070877473
1,All Population,5,Prevalence,163,India,1,Male,6,5-9 years,558,Mental disorders,2,Percent,2021,0.1051625808257942,0.148541079492625,0.0788044572214601
1,All Population,5,Prevalence,163,India,2,Female,6,5-9 years,558,Mental disorders,2,Percent,2021,0.0888217876232659,0.1443421690796322,0.058269109870954
1,All Population,5,Prevalence,163,India,1,Male,7,10-14 years,558,Mental disorders,2,Percent,2021,0.1543213049827101,0.2005496224354382,0.1240134102538376
1,All Population,5,Prevalence,163,India,2,Female,7,10-14 years,558,Mental disorders,2,Percent,2021,0.1362743968014982,0.2048812240530525,0.1029746099018687
1,All Population,5,Prevalence,163,India,1,Male,8,15-19 years,558,Mental disorders,2,Percent,2021,0.1527413003260636,0.175991700709148,0.1327329250132133
1,All Population,5,Prevalence,163,India,2,Female,8,15-19 years,558,Mental disorders,2,Percent,2021,0.1504258168793697,0.1793565514065278,0.1297476084245518
1,All Population,5,Prevalence,163,India,1,Male,9,20-24 years,558,Mental disorders,2,Percent,2021,0.1362691511163433,0.1588905475192537,0.1177111566627549
1,All Population,5,Prevalence,163,India,2,Female,9,20-24 years,558,Mental disorders,2,Percent,2021,0.1516239643312413,0.177198307868847,0.130739249145631
1,All Population,5,Prevalence,163,India,1,Male,10,25-29 years,558,Mental disorders,2,Percent,2021,0.1398212618517693,0.1614249676474438,0.1225955798564495
1,All Population,5,Prevalence,163,India,2,Female,10,25-29 years,558,Mental disorders,2,Percent,2021,0.1594577196639403,0.1878622470542339,0.1389388034285836
1,All Population,5,Prevalence,163,India,1,Male,11,30-34 years,558,Mental disorders,2,Percent,2021,0.1457018995520123,0.1681650326802522,0.1280452637127629
1,All Population,5,Prevalence,163,India,2,Female,11,30-34 years,558,Mental disorders,2,Percent,2021,0.1662017398816024,0.1967899712549507,0.1434686684410582
1,All Population,5,Prevalence,163,India,1,Male,12,35-39 years,558,Mental disorders,2,Percent,2021,0.1490634704252655,0.1685280399439127,0.1312750117806417
1,All Population,5,Prevalence,163,India,2,Female,12,35-39 years,558,Mental disorders,2,Percent,2021,0.1704293770803114,0.1939913820259662,0.1492453641576884
1,All Population,5,Prevalence,163,India,1,Male,13,40-44 years,558,Mental disorders,2,Percent,2021,0.1494686573769927,0.1670458832765786,0.1327056497740308
1,All Population,5,Prevalence,163,India,2,Female,13,40-44 years,558,Mental disorders,2,Percent,2021,0.1722518520090483,0.1949442184779697,0.1517183480215966
1,All Population,5,Prevalence,163,India,1,Male,14,45-49 years,558,Mental disorders,2,Percent,2021,0.1483565925124425,0.1684556656366465,0.1323962046652547
1,All Population,5,Prevalence,163,India,2,Female,14,45-49 years,558,Mental disorders,2,Percent,2021,0.1721897540199821,0.1969822716286565,0.1512769059939801
1,All Population,5,Prevalence,163,India,1,Male,15,50-54 years,558,Mental disorders,2,Percent,2021,0.1464898968917665,0.166456287875393,0.1296795996080356
1,All Population,5,Prevalence,163,India,2,Female,15,50-54 years,558,Mental disorders,2,Percent,2021,0.1707015487617884,0.1995979301032164,0.1483482693698787
1,All Population,5,Prevalence,163,India,1,Male,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1428587386193531,0.1624230421511009,0.1270015245660271
1,All Population,5,Prevalence,163,India,2,Female,16,55-59 years,558,Mental disorders,2,Percent,2021,0.1674197460406492,0.1912520098886169,0.145700894638911
1,All Population,5,Prevalence,163,India,1,Male,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1393251909756557,0.156282358069566,0.1239850595832198
1,All Population,5,Prevalence,163,India,2,Female,17,60-64 years,558,Mental disorders,2,Percent,2021,0.1637713133402653,0.1887485274463375,0.1435696056522029
1,All Population,5,Prevalence,163,India,1,Male,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1362372295545949,0.1523698686250569,0.1225502452135589
1,All Population,5,Prevalence,163,India,2,Female,18,65-69 years,558,Mental disorders,2,Percent,2021,0.1603103887981902,0.1815882333536144,0.1427049952780247
1,All Population,5,Prevalence,163,India,1,Male,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1317778989683028,0.1497195525178843,0.1173954267804312
1,All Population,5,Prevalence,163,India,2,Female,19,70-74 years,558,Mental disorders,2,Percent,2021,0.1561939778683251,0.1807569379506627,0.1375618985236541
1,All Population,5,Prevalence,163,India,1,Male,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1275835819934236,0.1459202489176506,0.1128156042087056
1,All Population,5,Prevalence,163,India,2,Female,20,75-79 years,558,Mental disorders,2,Percent,2021,0.1523943066153377,0.180229862580057,0.1336356439389896
1,All Population,5,Prevalence,163,India,1,Male,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1241564842890552,0.1455829035669346,0.1087651171730182
1,All Population,5,Prevalence,163,India,2,Female,30,80-84 years,558,Mental disorders,2,Percent,2021,0.1494596876252253,0.1803935812353991,0.1285987735217022
1,All Population,5,Prevalence,163,India,1,Male,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1232214990990611,0.1441794072073216,0.1085906460508377
1,All Population,5,Prevalence,163,India,2,Female,31,85-89 years,558,Mental disorders,2,Percent,2021,0.1486545001861213,0.1771760779429469,0.1266071892975028
